starttime	seconds	ctime	dtime	ttime	wait
Tue Jan 31 01:05:17 2023	1675105517	0	824	824	458
Tue Jan 31 01:05:14 2023	1675105514	0	825	825	797
Tue Jan 31 01:05:16 2023	1675105516	0	825	826	644
Tue Jan 31 01:05:16 2023	1675105516	0	828	828	725
Tue Jan 31 01:05:18 2023	1675105518	0	832	832	831
Tue Jan 31 01:05:13 2023	1675105513	0	832	832	831
Tue Jan 31 01:05:18 2023	1675105518	0	832	832	811
Tue Jan 31 01:05:16 2023	1675105516	0	833	833	557
Tue Jan 31 01:05:17 2023	1675105517	2	833	835	401
Tue Jan 31 01:05:18 2023	1675105518	0	836	836	800
Tue Jan 31 01:05:18 2023	1675105518	0	840	840	830
Tue Jan 31 01:05:15 2023	1675105515	2	841	843	841
Tue Jan 31 01:05:18 2023	1675105518	0	843	843	841
Tue Jan 31 01:05:15 2023	1675105515	1	843	845	815
Tue Jan 31 01:05:18 2023	1675105518	0	845	845	841
Tue Jan 31 01:05:16 2023	1675105516	0	852	853	852
Tue Jan 31 01:05:15 2023	1675105515	0	854	855	854
Tue Jan 31 01:05:18 2023	1675105518	0	857	857	855
Tue Jan 31 01:05:18 2023	1675105518	0	858	858	855
Tue Jan 31 01:05:16 2023	1675105516	1	860	860	846
Tue Jan 31 01:05:16 2023	1675105516	0	862	862	550
Tue Jan 31 01:05:15 2023	1675105515	2	868	869	867
Tue Jan 31 01:05:16 2023	1675105516	0	870	870	680
Tue Jan 31 01:05:19 2023	1675105519	0	874	874	873
Tue Jan 31 01:05:13 2023	1675105513	0	883	883	882
Tue Jan 31 01:05:18 2023	1675105518	0	884	885	540
Tue Jan 31 01:05:14 2023	1675105514	0	886	887	886
Tue Jan 31 01:05:16 2023	1675105516	0	890	890	594
Tue Jan 31 01:05:16 2023	1675105516	0	894	894	706
Tue Jan 31 01:05:18 2023	1675105518	0	896	896	875
Tue Jan 31 01:05:14 2023	1675105514	0	899	899	862
Tue Jan 31 01:05:16 2023	1675105516	0	900	900	592
Tue Jan 31 01:05:19 2023	1675105519	0	903	903	892
Tue Jan 31 01:05:16 2023	1675105516	0	906	906	540
Tue Jan 31 01:05:14 2023	1675105514	0	912	912	875
Tue Jan 31 01:05:18 2023	1675105518	0	914	914	914
Tue Jan 31 01:05:16 2023	1675105516	0	916	917	568
Tue Jan 31 01:05:19 2023	1675105519	0	917	917	916
Tue Jan 31 01:05:18 2023	1675105518	0	917	917	887
Tue Jan 31 01:05:18 2023	1675105518	0	920	920	919
Tue Jan 31 01:05:16 2023	1675105516	0	924	924	587
Tue Jan 31 01:05:18 2023	1675105518	0	925	925	904
Tue Jan 31 01:05:18 2023	1675105518	0	931	931	931
Tue Jan 31 01:05:16 2023	1675105516	0	941	942	837
Tue Jan 31 01:05:14 2023	1675105514	0	946	946	945
Tue Jan 31 01:05:16 2023	1675105516	0	952	952	599
Tue Jan 31 01:05:16 2023	1675105516	0	952	952	947
Tue Jan 31 01:05:18 2023	1675105518	0	957	957	957
Tue Jan 31 01:05:14 2023	1675105514	0	959	959	921
Tue Jan 31 01:05:15 2023	1675105515	2	961	963	957
Tue Jan 31 01:05:16 2023	1675105516	0	967	967	586
Tue Jan 31 01:05:16 2023	1675105516	0	968	968	715
Tue Jan 31 01:05:14 2023	1675105514	0	970	970	969
Tue Jan 31 01:05:16 2023	1675105516	0	972	972	717
Tue Jan 31 01:05:18 2023	1675105518	0	973	973	973
Tue Jan 31 01:05:19 2023	1675105519	0	977	977	977
Tue Jan 31 01:05:15 2023	1675105515	1	977	978	975
Tue Jan 31 01:05:18 2023	1675105518	0	985	985	984
Tue Jan 31 01:05:15 2023	1675105515	1	984	985	972
Tue Jan 31 01:05:18 2023	1675105518	0	990	990	970
Tue Jan 31 01:05:19 2023	1675105519	0	991	991	42
Tue Jan 31 01:05:18 2023	1675105518	0	993	993	992
Tue Jan 31 01:05:19 2023	1675105519	0	994	994	946
Tue Jan 31 01:05:16 2023	1675105516	0	997	997	632
Tue Jan 31 01:05:16 2023	1675105516	0	997	998	895
Tue Jan 31 01:05:14 2023	1675105514	0	1000	1000	966
Tue Jan 31 01:05:15 2023	1675105515	2	1001	1004	1001
Tue Jan 31 01:05:19 2023	1675105519	0	1006	1006	999
Tue Jan 31 01:05:18 2023	1675105518	0	1010	1010	983
Tue Jan 31 01:05:19 2023	1675105519	0	1016	1016	1013
Tue Jan 31 01:05:15 2023	1675105515	0	1018	1018	993
Tue Jan 31 01:05:15 2023	1675105515	1	1019	1020	1015
Tue Jan 31 01:05:18 2023	1675105518	0	1020	1021	1002
Tue Jan 31 01:05:19 2023	1675105519	0	1021	1021	978
Tue Jan 31 01:05:18 2023	1675105518	0	1022	1022	1003
Tue Jan 31 01:05:18 2023	1675105518	0	1027	1028	1027
Tue Jan 31 01:05:18 2023	1675105518	1	1035	1035	1034
Tue Jan 31 01:05:15 2023	1675105515	2	1034	1036	1033
Tue Jan 31 01:05:19 2023	1675105519	0	1040	1041	1040
Tue Jan 31 01:05:19 2023	1675105519	0	1042	1042	979
Tue Jan 31 01:05:16 2023	1675105516	1	1049	1049	1048
Tue Jan 31 01:05:16 2023	1675105516	0	1050	1050	874
Tue Jan 31 01:05:15 2023	1675105515	2	1051	1052	1049
Tue Jan 31 01:05:16 2023	1675105516	0	1056	1056	863
Tue Jan 31 01:05:16 2023	1675105516	0	1061	1061	971
Tue Jan 31 01:05:15 2023	1675105515	0	1062	1062	1035
Tue Jan 31 01:05:14 2023	1675105514	0	1065	1065	1028
Tue Jan 31 01:05:15 2023	1675105515	2	1067	1069	1066
Tue Jan 31 01:05:14 2023	1675105514	0	1073	1073	1073
Tue Jan 31 01:05:16 2023	1675105516	0	1079	1079	975
Tue Jan 31 01:05:16 2023	1675105516	0	1088	1088	913
Tue Jan 31 01:05:18 2023	1675105518	0	1088	1088	1087
Tue Jan 31 01:05:16 2023	1675105516	0	1096	1097	763
Tue Jan 31 01:05:18 2023	1675105518	0	1106	1106	1105
Tue Jan 31 01:05:16 2023	1675105516	0	1110	1110	1052
Tue Jan 31 01:05:16 2023	1675105516	0	1112	1112	1007
Tue Jan 31 01:05:18 2023	1675105518	0	1121	1121	1120
Tue Jan 31 01:05:16 2023	1675105516	0	1125	1125	958
Tue Jan 31 01:05:14 2023	1675105514	0	1125	1125	1125
Tue Jan 31 01:05:19 2023	1675105519	0	1127	1127	1075
Tue Jan 31 01:05:14 2023	1675105514	0	1137	1138	1100
Tue Jan 31 01:05:14 2023	1675105514	0	1148	1148	1148
Tue Jan 31 01:05:19 2023	1675105519	0	1151	1151	1143
Tue Jan 31 01:05:14 2023	1675105514	0	1153	1153	1152
Tue Jan 31 01:05:14 2023	1675105514	0	1167	1167	1132
Tue Jan 31 01:05:19 2023	1675105519	0	1173	1173	1171
Tue Jan 31 01:05:16 2023	1675105516	0	1178	1178	1131
Tue Jan 31 01:05:14 2023	1675105514	0	1180	1180	1164
Tue Jan 31 01:05:14 2023	1675105514	0	1182	1182	1180
Tue Jan 31 01:05:19 2023	1675105519	0	1183	1183	1091
Tue Jan 31 01:05:16 2023	1675105516	0	1184	1184	1136
Tue Jan 31 01:05:18 2023	1675105518	0	1185	1185	1174
Tue Jan 31 01:05:19 2023	1675105519	0	1186	1186	1186
Tue Jan 31 01:05:14 2023	1675105514	0	1202	1202	1201
Tue Jan 31 01:05:13 2023	1675105513	0	1205	1205	1171
Tue Jan 31 01:05:18 2023	1675105518	0	1207	1207	1207
Tue Jan 31 01:05:14 2023	1675105514	0	1209	1209	1189
Tue Jan 31 01:05:18 2023	1675105518	0	1216	1217	1196
Tue Jan 31 01:05:16 2023	1675105516	0	1236	1236	1035
Tue Jan 31 01:05:14 2023	1675105514	0	1237	1237	1236
Tue Jan 31 01:05:18 2023	1675105518	0	1244	1244	1229
Tue Jan 31 01:05:14 2023	1675105514	0	1249	1249	1248
Tue Jan 31 01:05:14 2023	1675105514	0	1253	1253	1253
Tue Jan 31 01:05:16 2023	1675105516	0	1267	1267	990
Tue Jan 31 01:05:15 2023	1675105515	1	1270	1272	1269
Tue Jan 31 01:05:18 2023	1675105518	0	1305	1305	1304
Tue Jan 31 01:05:16 2023	1675105516	0	1318	1318	1021
Tue Jan 31 01:05:16 2023	1675105516	0	1325	1325	1136
Tue Jan 31 01:05:14 2023	1675105514	0	1344	1344	1343
Tue Jan 31 01:05:14 2023	1675105514	0	1357	1357	1350
Tue Jan 31 01:05:16 2023	1675105516	1	1361	1362	1034
Tue Jan 31 01:05:14 2023	1675105514	0	1383	1383	1382
Tue Jan 31 01:05:18 2023	1675105518	0	1394	1394	1394
Tue Jan 31 01:05:14 2023	1675105514	0	1395	1395	1395
Tue Jan 31 01:05:16 2023	1675105516	0	1396	1396	1151
Tue Jan 31 01:05:14 2023	1675105514	0	1396	1396	1396
Tue Jan 31 01:05:18 2023	1675105518	0	1405	1405	1404
Tue Jan 31 01:05:18 2023	1675105518	0	1432	1432	1373
Tue Jan 31 01:05:16 2023	1675105516	0	1437	1437	1208
Tue Jan 31 01:05:16 2023	1675105516	0	1467	1467	1090
Tue Jan 31 01:05:14 2023	1675105514	0	1480	1480	1454
Tue Jan 31 01:05:16 2023	1675105516	1	1500	1501	1254
Tue Jan 31 01:05:14 2023	1675105514	0	1511	1511	1510
Tue Jan 31 01:05:16 2023	1675105516	0	1523	1523	1263
Tue Jan 31 01:05:18 2023	1675105518	0	1530	1530	1516
Tue Jan 31 01:05:19 2023	1675105519	0	1592	1592	1589
Tue Jan 31 01:05:16 2023	1675105516	0	1718	1718	1350
Tue Jan 31 01:05:18 2023	1675105518	0	1719	1719	1719
Tue Jan 31 01:05:16 2023	1675105516	0	1727	1727	1351
Tue Jan 31 01:05:18 2023	1675105518	0	1732	1732	1667
Tue Jan 31 01:05:18 2023	1675105518	0	1742	1742	1677
Tue Jan 31 01:05:13 2023	1675105513	0	2131	2131	2091
Tue Jan 31 01:05:14 2023	1675105514	0	2182	2182	2182
