starttime	seconds	ctime	dtime	ttime	wait
Tue Jan 31 01:04:39 2023	1675105479	0	287	287	281
Tue Jan 31 01:04:34 2023	1675105474	0	286	287	274
Tue Jan 31 01:04:40 2023	1675105480	2	286	288	240
Tue Jan 31 01:04:39 2023	1675105479	0	288	288	233
Tue Jan 31 01:04:38 2023	1675105478	0	289	289	288
Tue Jan 31 01:04:35 2023	1675105475	0	289	289	288
Tue Jan 31 01:04:34 2023	1675105474	0	289	289	288
Tue Jan 31 01:04:39 2023	1675105479	0	290	290	207
Tue Jan 31 01:04:34 2023	1675105474	0	290	290	276
Tue Jan 31 01:04:39 2023	1675105479	0	290	290	210
Tue Jan 31 01:04:39 2023	1675105479	0	291	291	290
Tue Jan 31 01:04:33 2023	1675105473	2	289	291	287
Tue Jan 31 01:04:35 2023	1675105475	0	291	291	290
Tue Jan 31 01:04:34 2023	1675105474	0	292	292	291
Tue Jan 31 01:04:34 2023	1675105474	0	292	292	290
Tue Jan 31 01:04:39 2023	1675105479	0	292	292	291
Tue Jan 31 01:04:39 2023	1675105479	0	292	292	251
Tue Jan 31 01:04:39 2023	1675105479	0	293	293	292
Tue Jan 31 01:04:35 2023	1675105475	0	294	294	265
Tue Jan 31 01:04:39 2023	1675105479	0	294	294	294
Tue Jan 31 01:04:35 2023	1675105475	0	294	294	292
Tue Jan 31 01:04:34 2023	1675105474	1	294	294	285
Tue Jan 31 01:04:39 2023	1675105479	0	295	295	291
Tue Jan 31 01:04:38 2023	1675105478	3	293	295	292
Tue Jan 31 01:04:34 2023	1675105474	0	295	296	295
Tue Jan 31 01:04:40 2023	1675105480	2	294	296	275
Tue Jan 31 01:04:40 2023	1675105480	2	294	296	222
Tue Jan 31 01:04:40 2023	1675105480	0	297	297	296
Tue Jan 31 01:04:33 2023	1675105473	2	295	297	291
Tue Jan 31 01:04:38 2023	1675105478	0	297	297	173
Tue Jan 31 01:04:39 2023	1675105479	0	297	297	271
Tue Jan 31 01:04:34 2023	1675105474	0	298	298	226
Tue Jan 31 01:04:34 2023	1675105474	0	297	298	297
Tue Jan 31 01:04:34 2023	1675105474	0	298	299	298
Tue Jan 31 01:04:35 2023	1675105475	0	299	299	297
Tue Jan 31 01:04:35 2023	1675105475	0	300	300	299
Tue Jan 31 01:04:39 2023	1675105479	0	300	301	275
Tue Jan 31 01:04:35 2023	1675105475	0	301	301	283
Tue Jan 31 01:04:39 2023	1675105479	0	301	302	300
Tue Jan 31 01:04:35 2023	1675105475	0	302	302	289
Tue Jan 31 01:04:34 2023	1675105474	0	303	303	281
Tue Jan 31 01:04:38 2023	1675105478	3	300	304	300
Tue Jan 31 01:04:35 2023	1675105475	0	304	304	303
Tue Jan 31 01:04:35 2023	1675105475	0	304	304	303
Tue Jan 31 01:04:40 2023	1675105480	0	304	304	304
Tue Jan 31 01:04:34 2023	1675105474	1	304	305	235
Tue Jan 31 01:04:34 2023	1675105474	1	304	305	198
Tue Jan 31 01:04:35 2023	1675105475	0	305	305	305
Tue Jan 31 01:04:40 2023	1675105480	0	305	305	281
Tue Jan 31 01:04:38 2023	1675105478	0	306	306	248
Tue Jan 31 01:04:41 2023	1675105481	0	306	306	305
Tue Jan 31 01:04:41 2023	1675105481	0	306	306	306
Tue Jan 31 01:04:34 2023	1675105474	0	307	307	303
Tue Jan 31 01:04:35 2023	1675105475	0	307	307	305
Tue Jan 31 01:04:35 2023	1675105475	0	307	308	306
Tue Jan 31 01:04:38 2023	1675105478	0	308	308	306
Tue Jan 31 01:04:40 2023	1675105480	2	306	309	305
Tue Jan 31 01:04:41 2023	1675105481	0	309	309	308
Tue Jan 31 01:04:39 2023	1675105479	0	309	309	308
Tue Jan 31 01:04:33 2023	1675105473	2	308	309	306
Tue Jan 31 01:04:35 2023	1675105475	0	309	309	308
