starttime	seconds	ctime	dtime	ttime	wait
Tue Jan 31 01:04:35 2023	1675105475	0	310	310	310
Tue Jan 31 01:04:35 2023	1675105475	0	311	311	310
Tue Jan 31 01:04:41 2023	1675105481	0	311	311	311
Tue Jan 31 01:04:34 2023	1675105474	4	308	312	282
Tue Jan 31 01:04:40 2023	1675105480	0	312	312	310
Tue Jan 31 01:04:40 2023	1675105480	0	313	313	298
Tue Jan 31 01:04:38 2023	1675105478	0	313	313	307
Tue Jan 31 01:04:41 2023	1675105481	0	314	314	313
Tue Jan 31 01:04:40 2023	1675105480	0	314	314	313
Tue Jan 31 01:04:39 2023	1675105479	0	314	314	313
Tue Jan 31 01:04:36 2023	1675105476	0	315	315	314
Tue Jan 31 01:04:38 2023	1675105478	0	315	315	275
Tue Jan 31 01:04:38 2023	1675105478	0	316	316	315
Tue Jan 31 01:04:35 2023	1675105475	0	316	316	314
Tue Jan 31 01:04:40 2023	1675105480	0	316	316	315
Tue Jan 31 01:04:34 2023	1675105474	1	316	317	307
Tue Jan 31 01:04:40 2023	1675105480	0	317	317	315
Tue Jan 31 01:04:34 2023	1675105474	0	318	318	309
Tue Jan 31 01:04:41 2023	1675105481	0	318	319	318
Tue Jan 31 01:04:38 2023	1675105478	0	319	319	238
Tue Jan 31 01:04:34 2023	1675105474	0	319	319	233
Tue Jan 31 01:04:38 2023	1675105478	0	319	320	299
Tue Jan 31 01:04:35 2023	1675105475	0	320	320	319
Tue Jan 31 01:04:35 2023	1675105475	0	320	320	315
Tue Jan 31 01:04:39 2023	1675105479	0	320	320	320
Tue Jan 31 01:04:39 2023	1675105479	0	321	321	320
Tue Jan 31 01:04:39 2023	1675105479	0	321	321	301
Tue Jan 31 01:04:41 2023	1675105481	0	321	321	321
Tue Jan 31 01:04:35 2023	1675105475	0	322	322	321
Tue Jan 31 01:04:34 2023	1675105474	0	322	322	311
Tue Jan 31 01:04:34 2023	1675105474	0	322	322	263
Tue Jan 31 01:04:39 2023	1675105479	0	322	322	320
Tue Jan 31 01:04:34 2023	1675105474	1	322	323	314
Tue Jan 31 01:04:34 2023	1675105474	0	323	323	311
Tue Jan 31 01:04:34 2023	1675105474	0	323	323	264
Tue Jan 31 01:04:41 2023	1675105481	0	323	323	322
Tue Jan 31 01:04:41 2023	1675105481	0	323	323	322
Tue Jan 31 01:04:34 2023	1675105474	1	322	323	247
Tue Jan 31 01:04:35 2023	1675105475	0	324	324	316
Tue Jan 31 01:04:38 2023	1675105478	0	324	324	302
Tue Jan 31 01:04:34 2023	1675105474	0	325	325	237
Tue Jan 31 01:04:38 2023	1675105478	0	325	325	217
Tue Jan 31 01:04:38 2023	1675105478	0	325	325	324
Tue Jan 31 01:04:39 2023	1675105479	0	325	325	324
Tue Jan 31 01:04:35 2023	1675105475	0	326	326	315
Tue Jan 31 01:04:34 2023	1675105474	0	326	326	318
Tue Jan 31 01:04:40 2023	1675105480	0	326	326	325
Tue Jan 31 01:04:35 2023	1675105475	0	326	326	325
Tue Jan 31 01:04:39 2023	1675105479	0	326	326	279
Tue Jan 31 01:04:35 2023	1675105475	0	326	326	324
Tue Jan 31 01:04:41 2023	1675105481	0	326	326	326
Tue Jan 31 01:04:35 2023	1675105475	0	327	327	176
Tue Jan 31 01:04:35 2023	1675105475	0	327	327	325
Tue Jan 31 01:04:34 2023	1675105474	0	327	327	299
Tue Jan 31 01:04:39 2023	1675105479	0	327	327	327
Tue Jan 31 01:04:41 2023	1675105481	0	328	328	328
Tue Jan 31 01:04:40 2023	1675105480	2	326	329	326
Tue Jan 31 01:04:34 2023	1675105474	0	329	329	324
Tue Jan 31 01:04:39 2023	1675105479	0	329	329	324
Tue Jan 31 01:04:39 2023	1675105479	0	329	329	324
Tue Jan 31 01:04:34 2023	1675105474	0	329	329	328
Tue Jan 31 01:04:35 2023	1675105475	0	330	330	329
Tue Jan 31 01:04:34 2023	1675105474	0	330	330	329
Tue Jan 31 01:04:39 2023	1675105479	0	330	330	328
Tue Jan 31 01:04:41 2023	1675105481	0	330	330	323
Tue Jan 31 01:04:34 2023	1675105474	0	332	332	261
Tue Jan 31 01:04:39 2023	1675105479	0	332	332	329
Tue Jan 31 01:04:38 2023	1675105478	0	333	333	305
Tue Jan 31 01:04:41 2023	1675105481	0	333	333	333
Tue Jan 31 01:04:34 2023	1675105474	1	333	334	331
Tue Jan 31 01:04:40 2023	1675105480	0	334	334	315
Tue Jan 31 01:04:41 2023	1675105481	0	334	334	333
Tue Jan 31 01:04:36 2023	1675105476	0	335	335	335
Tue Jan 31 01:04:41 2023	1675105481	0	335	335	335
Tue Jan 31 01:04:34 2023	1675105474	0	336	336	330
Tue Jan 31 01:04:35 2023	1675105475	0	336	336	335
Tue Jan 31 01:04:33 2023	1675105473	2	335	337	311
Tue Jan 31 01:04:34 2023	1675105474	0	337	337	327
Tue Jan 31 01:04:35 2023	1675105475	0	337	337	336
Tue Jan 31 01:04:41 2023	1675105481	0	338	338	337
Tue Jan 31 01:04:34 2023	1675105474	0	338	338	271
Tue Jan 31 01:04:34 2023	1675105474	0	339	339	280
Tue Jan 31 01:04:38 2023	1675105478	0	339	339	338
Tue Jan 31 01:04:41 2023	1675105481	0	339	339	338
Tue Jan 31 01:04:41 2023	1675105481	0	339	339	338
Tue Jan 31 01:04:41 2023	1675105481	0	340	340	339
Tue Jan 31 01:04:33 2023	1675105473	2	339	341	336
Tue Jan 31 01:04:41 2023	1675105481	0	341	341	340
Tue Jan 31 01:04:40 2023	1675105480	0	342	342	341
Tue Jan 31 01:04:39 2023	1675105479	0	342	342	341
Tue Jan 31 01:04:35 2023	1675105475	0	342	342	329
Tue Jan 31 01:04:41 2023	1675105481	0	342	342	342
Tue Jan 31 01:04:34 2023	1675105474	0	343	343	289
Tue Jan 31 01:04:39 2023	1675105479	0	343	343	343
Tue Jan 31 01:04:34 2023	1675105474	0	345	345	338
Tue Jan 31 01:04:40 2023	1675105480	0	345	345	317
Tue Jan 31 01:04:35 2023	1675105475	0	345	345	345
Tue Jan 31 01:04:34 2023	1675105474	0	346	346	292
Tue Jan 31 01:04:34 2023	1675105474	0	346	346	337
Tue Jan 31 01:04:34 2023	1675105474	0	346	346	267
Tue Jan 31 01:04:40 2023	1675105480	0	347	347	159
Tue Jan 31 01:04:38 2023	1675105478	0	347	347	346
Tue Jan 31 01:04:34 2023	1675105474	0	347	347	283
Tue Jan 31 01:04:38 2023	1675105478	0	348	348	347
Tue Jan 31 01:04:39 2023	1675105479	0	348	348	348
Tue Jan 31 01:04:41 2023	1675105481	0	349	349	348
Tue Jan 31 01:04:33 2023	1675105473	2	347	349	317
Tue Jan 31 01:04:38 2023	1675105478	0	349	349	340
Tue Jan 31 01:04:41 2023	1675105481	0	350	350	349
Tue Jan 31 01:04:41 2023	1675105481	0	350	350	349
Tue Jan 31 01:04:39 2023	1675105479	0	350	350	240
Tue Jan 31 01:04:40 2023	1675105480	1	349	350	225
Tue Jan 31 01:04:41 2023	1675105481	0	350	350	350
Tue Jan 31 01:04:39 2023	1675105479	0	351	351	350
Tue Jan 31 01:04:35 2023	1675105475	0	351	351	336
Tue Jan 31 01:04:33 2023	1675105473	2	349	351	348
Tue Jan 31 01:04:38 2023	1675105478	0	351	351	350
Tue Jan 31 01:04:41 2023	1675105481	0	352	352	351
Tue Jan 31 01:04:33 2023	1675105473	2	350	352	349
Tue Jan 31 01:04:39 2023	1675105479	0	352	352	352
Tue Jan 31 01:04:41 2023	1675105481	0	352	352	352
Tue Jan 31 01:04:35 2023	1675105475	0	353	353	352
Tue Jan 31 01:04:41 2023	1675105481	0	353	353	353
Tue Jan 31 01:04:34 2023	1675105474	0	353	353	299
Tue Jan 31 01:04:35 2023	1675105475	0	353	353	351
Tue Jan 31 01:04:39 2023	1675105479	0	354	354	354
Tue Jan 31 01:04:38 2023	1675105478	0	354	354	324
Tue Jan 31 01:04:35 2023	1675105475	0	355	355	336
Tue Jan 31 01:04:41 2023	1675105481	0	355	355	354
Tue Jan 31 01:04:41 2023	1675105481	0	355	355	355
Tue Jan 31 01:04:41 2023	1675105481	0	356	356	355
Tue Jan 31 01:04:39 2023	1675105479	0	356	356	356
Tue Jan 31 01:04:39 2023	1675105479	0	357	357	357
Tue Jan 31 01:04:41 2023	1675105481	0	357	357	356
Tue Jan 31 01:04:39 2023	1675105479	0	357	357	356
Tue Jan 31 01:04:34 2023	1675105474	0	358	358	354
Tue Jan 31 01:04:38 2023	1675105478	0	358	358	330
Tue Jan 31 01:04:41 2023	1675105481	0	358	358	357
Tue Jan 31 01:04:41 2023	1675105481	0	358	358	357
Tue Jan 31 01:04:33 2023	1675105473	2	357	359	356
Tue Jan 31 01:04:34 2023	1675105474	0	359	360	358
Tue Jan 31 01:04:38 2023	1675105478	0	360	360	359
Tue Jan 31 01:04:34 2023	1675105474	0	360	360	337
Tue Jan 31 01:04:39 2023	1675105479	0	360	360	314
Tue Jan 31 01:04:34 2023	1675105474	0	360	360	348
Tue Jan 31 01:04:40 2023	1675105480	2	359	361	357
Tue Jan 31 01:04:40 2023	1675105480	0	361	361	350
Tue Jan 31 01:04:39 2023	1675105479	0	361	361	360
Tue Jan 31 01:04:38 2023	1675105478	0	361	361	323
Tue Jan 31 01:04:34 2023	1675105474	0	362	362	298
Tue Jan 31 01:04:40 2023	1675105480	0	362	362	361
Tue Jan 31 01:04:34 2023	1675105474	0	362	362	340
Tue Jan 31 01:04:34 2023	1675105474	0	362	363	353
Tue Jan 31 01:04:39 2023	1675105479	0	363	363	362
Tue Jan 31 01:04:33 2023	1675105473	2	363	365	363
Tue Jan 31 01:04:40 2023	1675105480	0	365	365	365
Tue Jan 31 01:04:40 2023	1675105480	0	365	365	352
Tue Jan 31 01:04:39 2023	1675105479	0	366	366	365
Tue Jan 31 01:04:40 2023	1675105480	0	366	366	366
Tue Jan 31 01:04:39 2023	1675105479	0	367	367	366
Tue Jan 31 01:04:37 2023	1675105477	0	367	367	367
Tue Jan 31 01:04:41 2023	1675105481	0	368	368	365
Tue Jan 31 01:04:40 2023	1675105480	1	367	368	367
Tue Jan 31 01:04:37 2023	1675105477	0	368	368	367
Tue Jan 31 01:04:38 2023	1675105478	0	369	369	367
Tue Jan 31 01:04:41 2023	1675105481	0	369	369	368
Tue Jan 31 01:04:41 2023	1675105481	0	369	369	368
Tue Jan 31 01:04:34 2023	1675105474	0	369	369	321
Tue Jan 31 01:04:37 2023	1675105477	0	369	369	367
Tue Jan 31 01:04:38 2023	1675105478	0	369	369	368
Tue Jan 31 01:04:40 2023	1675105480	1	368	369	367
Tue Jan 31 01:04:39 2023	1675105479	0	370	370	369
Tue Jan 31 01:04:39 2023	1675105479	0	370	370	346
Tue Jan 31 01:04:41 2023	1675105481	0	370	370	369
Tue Jan 31 01:04:41 2023	1675105481	0	370	370	370
Tue Jan 31 01:04:37 2023	1675105477	0	370	370	370
Tue Jan 31 01:04:34 2023	1675105474	0	371	371	357
Tue Jan 31 01:04:37 2023	1675105477	0	371	371	366
Tue Jan 31 01:04:41 2023	1675105481	0	371	371	371
Tue Jan 31 01:04:34 2023	1675105474	0	371	371	357
Tue Jan 31 01:04:38 2023	1675105478	0	372	372	371
Tue Jan 31 01:04:39 2023	1675105479	0	372	372	372
Tue Jan 31 01:04:34 2023	1675105474	0	373	373	371
Tue Jan 31 01:04:41 2023	1675105481	0	373	373	372
Tue Jan 31 01:04:40 2023	1675105480	0	373	373	372
Tue Jan 31 01:04:41 2023	1675105481	0	373	373	370
Tue Jan 31 01:04:38 2023	1675105478	0	373	373	352
Tue Jan 31 01:04:35 2023	1675105475	0	373	373	373
Tue Jan 31 01:04:40 2023	1675105480	1	373	374	371
Tue Jan 31 01:04:39 2023	1675105479	0	374	374	372
Tue Jan 31 01:04:39 2023	1675105479	0	374	374	373
Tue Jan 31 01:04:37 2023	1675105477	0	374	374	374
Tue Jan 31 01:04:39 2023	1675105479	0	374	374	374
Tue Jan 31 01:04:37 2023	1675105477	0	375	375	374
Tue Jan 31 01:04:37 2023	1675105477	0	375	375	373
Tue Jan 31 01:04:36 2023	1675105476	0	375	375	374
Tue Jan 31 01:04:38 2023	1675105478	0	375	375	375
Tue Jan 31 01:04:37 2023	1675105477	0	376	376	375
Tue Jan 31 01:04:41 2023	1675105481	0	376	376	376
Tue Jan 31 01:04:38 2023	1675105478	0	376	376	376
Tue Jan 31 01:04:38 2023	1675105478	0	376	376	374
Tue Jan 31 01:04:41 2023	1675105481	0	376	377	376
Tue Jan 31 01:04:40 2023	1675105480	0	376	377	376
Tue Jan 31 01:04:40 2023	1675105480	0	377	377	376
Tue Jan 31 01:04:40 2023	1675105480	1	377	377	350
Tue Jan 31 01:04:35 2023	1675105475	0	377	377	377
Tue Jan 31 01:04:41 2023	1675105481	0	378	378	377
Tue Jan 31 01:04:37 2023	1675105477	0	378	378	377
Tue Jan 31 01:04:38 2023	1675105478	0	378	378	353
Tue Jan 31 01:04:40 2023	1675105480	0	378	378	377
Tue Jan 31 01:04:41 2023	1675105481	0	378	378	377
Tue Jan 31 01:04:38 2023	1675105478	0	378	378	376
Tue Jan 31 01:04:38 2023	1675105478	3	376	379	375
Tue Jan 31 01:04:38 2023	1675105478	0	378	379	376
Tue Jan 31 01:04:37 2023	1675105477	0	379	379	379
Tue Jan 31 01:04:37 2023	1675105477	0	379	379	378
Tue Jan 31 01:04:38 2023	1675105478	0	379	379	378
Tue Jan 31 01:04:37 2023	1675105477	0	379	379	378
Tue Jan 31 01:04:41 2023	1675105481	0	379	379	379
Tue Jan 31 01:04:38 2023	1675105478	0	379	379	379
Tue Jan 31 01:04:41 2023	1675105481	0	379	379	379
Tue Jan 31 01:04:38 2023	1675105478	0	380	380	379
Tue Jan 31 01:04:39 2023	1675105479	0	380	380	379
Tue Jan 31 01:04:38 2023	1675105478	0	380	380	380
Tue Jan 31 01:04:37 2023	1675105477	0	380	380	375
Tue Jan 31 01:04:38 2023	1675105478	0	381	381	380
Tue Jan 31 01:04:37 2023	1675105477	0	381	381	378
Tue Jan 31 01:04:35 2023	1675105475	0	381	381	363
Tue Jan 31 01:04:41 2023	1675105481	0	381	382	381
Tue Jan 31 01:04:38 2023	1675105478	0	382	382	382
Tue Jan 31 01:04:38 2023	1675105478	0	382	382	343
Tue Jan 31 01:04:38 2023	1675105478	0	382	382	380
Tue Jan 31 01:04:38 2023	1675105478	0	382	382	381
Tue Jan 31 01:04:34 2023	1675105474	0	382	382	311
Tue Jan 31 01:04:38 2023	1675105478	0	382	382	381
Tue Jan 31 01:04:38 2023	1675105478	0	383	383	382
Tue Jan 31 01:04:38 2023	1675105478	0	383	383	382
Tue Jan 31 01:04:38 2023	1675105478	0	383	383	381
Tue Jan 31 01:04:41 2023	1675105481	0	383	383	380
Tue Jan 31 01:04:38 2023	1675105478	0	384	384	382
Tue Jan 31 01:04:35 2023	1675105475	0	384	384	384
Tue Jan 31 01:04:37 2023	1675105477	0	384	384	383
Tue Jan 31 01:04:38 2023	1675105478	0	384	384	384
Tue Jan 31 01:04:34 2023	1675105474	0	384	384	325
Tue Jan 31 01:04:38 2023	1675105478	0	384	384	384
Tue Jan 31 01:04:41 2023	1675105481	0	384	384	383
Tue Jan 31 01:04:41 2023	1675105481	0	384	385	378
Tue Jan 31 01:04:37 2023	1675105477	0	384	385	384
Tue Jan 31 01:04:38 2023	1675105478	0	385	385	384
Tue Jan 31 01:04:39 2023	1675105479	0	385	385	384
Tue Jan 31 01:04:35 2023	1675105475	0	385	385	384
Tue Jan 31 01:04:41 2023	1675105481	0	385	385	384
Tue Jan 31 01:04:38 2023	1675105478	0	385	385	384
Tue Jan 31 01:04:40 2023	1675105480	0	385	385	384
Tue Jan 31 01:04:37 2023	1675105477	0	385	385	384
Tue Jan 31 01:04:39 2023	1675105479	0	385	385	365
Tue Jan 31 01:04:41 2023	1675105481	0	385	385	385
Tue Jan 31 01:04:37 2023	1675105477	0	386	386	385
Tue Jan 31 01:04:38 2023	1675105478	0	386	386	385
Tue Jan 31 01:04:38 2023	1675105478	0	386	386	386
Tue Jan 31 01:04:38 2023	1675105478	0	386	386	384
Tue Jan 31 01:04:41 2023	1675105481	0	386	386	386
Tue Jan 31 01:04:37 2023	1675105477	0	386	386	385
Tue Jan 31 01:04:38 2023	1675105478	0	386	386	386
Tue Jan 31 01:04:33 2023	1675105473	2	385	387	384
Tue Jan 31 01:04:41 2023	1675105481	0	387	387	386
Tue Jan 31 01:04:41 2023	1675105481	0	387	387	387
Tue Jan 31 01:04:38 2023	1675105478	0	387	387	386
Tue Jan 31 01:04:35 2023	1675105475	0	388	388	387
Tue Jan 31 01:04:38 2023	1675105478	0	388	388	387
Tue Jan 31 01:04:38 2023	1675105478	0	388	388	387
Tue Jan 31 01:04:38 2023	1675105478	0	388	388	387
Tue Jan 31 01:04:37 2023	1675105477	0	388	388	388
Tue Jan 31 01:04:37 2023	1675105477	0	388	388	379
Tue Jan 31 01:04:33 2023	1675105473	2	386	388	385
Tue Jan 31 01:04:40 2023	1675105480	0	388	388	346
Tue Jan 31 01:04:41 2023	1675105481	0	389	389	388
Tue Jan 31 01:04:37 2023	1675105477	0	389	389	388
Tue Jan 31 01:04:36 2023	1675105476	0	389	389	388
Tue Jan 31 01:04:35 2023	1675105475	0	389	389	348
Tue Jan 31 01:04:40 2023	1675105480	0	389	389	384
Tue Jan 31 01:04:38 2023	1675105478	0	389	389	388
Tue Jan 31 01:04:38 2023	1675105478	0	389	389	389
Tue Jan 31 01:04:38 2023	1675105478	0	389	389	389
Tue Jan 31 01:04:40 2023	1675105480	0	389	389	384
Tue Jan 31 01:04:38 2023	1675105478	0	389	389	389
Tue Jan 31 01:04:38 2023	1675105478	0	389	389	389
Tue Jan 31 01:04:38 2023	1675105478	0	389	390	389
Tue Jan 31 01:04:34 2023	1675105474	0	390	390	384
Tue Jan 31 01:04:39 2023	1675105479	0	390	390	387
Tue Jan 31 01:04:40 2023	1675105480	0	390	390	388
Tue Jan 31 01:04:36 2023	1675105476	0	390	390	389
Tue Jan 31 01:04:38 2023	1675105478	0	390	390	389
Tue Jan 31 01:04:40 2023	1675105480	0	390	390	366
Tue Jan 31 01:04:41 2023	1675105481	0	390	390	389
Tue Jan 31 01:04:38 2023	1675105478	0	390	390	358
Tue Jan 31 01:04:37 2023	1675105477	0	390	390	389
Tue Jan 31 01:04:38 2023	1675105478	0	390	390	390
Tue Jan 31 01:04:37 2023	1675105477	0	390	390	390
Tue Jan 31 01:04:38 2023	1675105478	0	390	390	390
Tue Jan 31 01:04:33 2023	1675105473	2	389	391	389
Tue Jan 31 01:04:38 2023	1675105478	0	391	391	390
Tue Jan 31 01:04:37 2023	1675105477	0	391	391	390
Tue Jan 31 01:04:38 2023	1675105478	0	391	391	391
Tue Jan 31 01:04:41 2023	1675105481	0	391	391	390
Tue Jan 31 01:04:38 2023	1675105478	0	391	391	353
Tue Jan 31 01:04:38 2023	1675105478	0	391	392	391
Tue Jan 31 01:04:38 2023	1675105478	0	391	392	391
Tue Jan 31 01:04:38 2023	1675105478	0	392	392	391
Tue Jan 31 01:04:37 2023	1675105477	0	391	392	391
Tue Jan 31 01:04:38 2023	1675105478	0	392	392	391
Tue Jan 31 01:04:35 2023	1675105475	0	392	392	391
Tue Jan 31 01:04:36 2023	1675105476	0	392	392	391
Tue Jan 31 01:04:34 2023	1675105474	1	391	392	391
Tue Jan 31 01:04:38 2023	1675105478	0	392	392	391
Tue Jan 31 01:04:37 2023	1675105477	0	392	392	392
Tue Jan 31 01:04:37 2023	1675105477	0	392	392	388
Tue Jan 31 01:04:38 2023	1675105478	0	392	392	392
Tue Jan 31 01:04:37 2023	1675105477	0	392	393	392
Tue Jan 31 01:04:38 2023	1675105478	0	392	393	391
Tue Jan 31 01:04:38 2023	1675105478	0	392	393	392
Tue Jan 31 01:04:38 2023	1675105478	0	392	393	392
Tue Jan 31 01:04:38 2023	1675105478	0	393	393	392
Tue Jan 31 01:04:38 2023	1675105478	0	393	393	391
Tue Jan 31 01:04:38 2023	1675105478	0	393	393	391
Tue Jan 31 01:04:38 2023	1675105478	0	393	393	392
Tue Jan 31 01:04:38 2023	1675105478	0	393	393	391
Tue Jan 31 01:04:38 2023	1675105478	0	393	393	391
Tue Jan 31 01:04:38 2023	1675105478	0	394	394	393
Tue Jan 31 01:04:40 2023	1675105480	0	394	394	392
Tue Jan 31 01:04:40 2023	1675105480	3	391	394	390
Tue Jan 31 01:04:40 2023	1675105480	0	394	394	393
Tue Jan 31 01:04:37 2023	1675105477	0	394	394	393
Tue Jan 31 01:04:41 2023	1675105481	0	394	394	394
Tue Jan 31 01:04:41 2023	1675105481	0	394	394	393
Tue Jan 31 01:04:37 2023	1675105477	0	394	394	394
Tue Jan 31 01:04:38 2023	1675105478	0	394	394	394
Tue Jan 31 01:04:38 2023	1675105478	0	395	395	394
Tue Jan 31 01:04:38 2023	1675105478	0	395	395	394
Tue Jan 31 01:04:38 2023	1675105478	0	395	395	394
Tue Jan 31 01:04:38 2023	1675105478	0	395	395	394
Tue Jan 31 01:04:34 2023	1675105474	0	395	395	363
Tue Jan 31 01:04:37 2023	1675105477	0	395	395	394
Tue Jan 31 01:04:37 2023	1675105477	0	395	395	395
Tue Jan 31 01:04:41 2023	1675105481	0	395	395	394
Tue Jan 31 01:04:38 2023	1675105478	0	395	395	395
Tue Jan 31 01:04:38 2023	1675105478	0	395	395	394
Tue Jan 31 01:04:34 2023	1675105474	0	396	396	381
Tue Jan 31 01:04:40 2023	1675105480	0	396	396	395
Tue Jan 31 01:04:38 2023	1675105478	0	396	396	395
Tue Jan 31 01:04:41 2023	1675105481	0	396	396	396
Tue Jan 31 01:04:34 2023	1675105474	0	396	396	384
Tue Jan 31 01:04:38 2023	1675105478	0	396	396	395
Tue Jan 31 01:04:41 2023	1675105481	0	396	396	396
Tue Jan 31 01:04:37 2023	1675105477	0	396	396	396
Tue Jan 31 01:04:40 2023	1675105480	0	396	396	396
Tue Jan 31 01:04:37 2023	1675105477	0	396	397	390
Tue Jan 31 01:04:41 2023	1675105481	0	397	397	396
Tue Jan 31 01:04:38 2023	1675105478	0	397	397	396
Tue Jan 31 01:04:39 2023	1675105479	0	397	397	393
Tue Jan 31 01:04:37 2023	1675105477	0	397	397	391
Tue Jan 31 01:04:35 2023	1675105475	0	397	397	395
Tue Jan 31 01:04:38 2023	1675105478	0	397	397	396
Tue Jan 31 01:04:40 2023	1675105480	0	397	397	397
Tue Jan 31 01:04:38 2023	1675105478	0	397	397	397
Tue Jan 31 01:04:38 2023	1675105478	0	397	397	397
Tue Jan 31 01:04:39 2023	1675105479	0	398	398	397
Tue Jan 31 01:04:38 2023	1675105478	0	398	398	397
Tue Jan 31 01:04:37 2023	1675105477	0	398	398	398
Tue Jan 31 01:04:38 2023	1675105478	0	398	398	398
Tue Jan 31 01:04:39 2023	1675105479	0	398	398	398
Tue Jan 31 01:04:41 2023	1675105481	0	398	398	398
Tue Jan 31 01:04:37 2023	1675105477	0	398	398	395
Tue Jan 31 01:04:37 2023	1675105477	0	398	398	398
Tue Jan 31 01:04:40 2023	1675105480	0	398	399	398
Tue Jan 31 01:04:37 2023	1675105477	0	399	399	398
Tue Jan 31 01:04:40 2023	1675105480	0	399	399	371
Tue Jan 31 01:04:39 2023	1675105479	0	399	399	397
Tue Jan 31 01:04:38 2023	1675105478	0	399	399	398
Tue Jan 31 01:04:37 2023	1675105477	0	399	399	398
Tue Jan 31 01:04:39 2023	1675105479	0	399	399	308
Tue Jan 31 01:04:40 2023	1675105480	0	399	399	399
Tue Jan 31 01:04:41 2023	1675105481	0	399	399	398
Tue Jan 31 01:04:39 2023	1675105479	0	399	399	376
Tue Jan 31 01:04:38 2023	1675105478	0	399	399	397
Tue Jan 31 01:04:38 2023	1675105478	0	399	399	398
Tue Jan 31 01:04:38 2023	1675105478	0	399	399	398
Tue Jan 31 01:04:38 2023	1675105478	0	399	399	397
Tue Jan 31 01:04:37 2023	1675105477	0	399	399	396
Tue Jan 31 01:04:38 2023	1675105478	0	399	400	399
Tue Jan 31 01:04:38 2023	1675105478	0	399	400	398
Tue Jan 31 01:04:41 2023	1675105481	0	400	400	398
Tue Jan 31 01:04:38 2023	1675105478	0	400	400	399
Tue Jan 31 01:04:38 2023	1675105478	0	400	400	400
Tue Jan 31 01:04:37 2023	1675105477	0	400	400	399
Tue Jan 31 01:04:37 2023	1675105477	0	400	400	399
Tue Jan 31 01:04:41 2023	1675105481	0	400	400	399
Tue Jan 31 01:04:41 2023	1675105481	0	400	400	400
Tue Jan 31 01:04:37 2023	1675105477	0	400	400	399
Tue Jan 31 01:04:39 2023	1675105479	0	400	400	328
Tue Jan 31 01:04:34 2023	1675105474	4	397	401	396
Tue Jan 31 01:04:40 2023	1675105480	0	401	401	400
Tue Jan 31 01:04:37 2023	1675105477	0	401	401	401
Tue Jan 31 01:04:38 2023	1675105478	0	401	401	399
Tue Jan 31 01:04:35 2023	1675105475	0	401	401	401
Tue Jan 31 01:04:37 2023	1675105477	0	401	401	401
Tue Jan 31 01:04:33 2023	1675105473	2	399	401	395
Tue Jan 31 01:04:37 2023	1675105477	0	401	401	399
Tue Jan 31 01:04:38 2023	1675105478	0	401	401	401
Tue Jan 31 01:04:41 2023	1675105481	0	401	401	401
Tue Jan 31 01:04:35 2023	1675105475	0	402	402	103
Tue Jan 31 01:04:37 2023	1675105477	0	402	402	401
Tue Jan 31 01:04:38 2023	1675105478	0	402	402	401
Tue Jan 31 01:04:37 2023	1675105477	0	402	402	401
Tue Jan 31 01:04:38 2023	1675105478	0	402	402	401
Tue Jan 31 01:04:37 2023	1675105477	0	402	402	402
Tue Jan 31 01:04:37 2023	1675105477	0	402	402	402
Tue Jan 31 01:04:37 2023	1675105477	0	402	402	399
Tue Jan 31 01:04:37 2023	1675105477	0	403	403	402
Tue Jan 31 01:04:37 2023	1675105477	0	403	403	402
Tue Jan 31 01:04:38 2023	1675105478	0	403	403	398
Tue Jan 31 01:04:39 2023	1675105479	0	403	403	370
Tue Jan 31 01:04:37 2023	1675105477	0	403	403	402
Tue Jan 31 01:04:38 2023	1675105478	0	403	403	401
Tue Jan 31 01:04:39 2023	1675105479	0	403	403	371
Tue Jan 31 01:04:37 2023	1675105477	0	403	403	397
Tue Jan 31 01:04:37 2023	1675105477	0	403	403	402
Tue Jan 31 01:04:38 2023	1675105478	0	403	403	403
Tue Jan 31 01:04:38 2023	1675105478	0	403	403	403
Tue Jan 31 01:04:37 2023	1675105477	0	403	404	399
Tue Jan 31 01:04:37 2023	1675105477	0	404	404	400
Tue Jan 31 01:04:37 2023	1675105477	0	404	404	403
Tue Jan 31 01:04:37 2023	1675105477	0	404	404	404
Tue Jan 31 01:04:41 2023	1675105481	0	404	404	403
Tue Jan 31 01:04:37 2023	1675105477	0	404	404	404
Tue Jan 31 01:04:35 2023	1675105475	0	404	405	404
Tue Jan 31 01:04:37 2023	1675105477	0	405	405	404
Tue Jan 31 01:04:38 2023	1675105478	0	405	405	349
Tue Jan 31 01:04:37 2023	1675105477	0	405	405	404
Tue Jan 31 01:04:37 2023	1675105477	0	405	405	404
Tue Jan 31 01:04:38 2023	1675105478	0	405	405	404
Tue Jan 31 01:04:38 2023	1675105478	0	405	405	404
Tue Jan 31 01:04:37 2023	1675105477	0	405	405	404
Tue Jan 31 01:04:39 2023	1675105479	0	405	405	404
Tue Jan 31 01:04:38 2023	1675105478	0	405	405	405
Tue Jan 31 01:04:37 2023	1675105477	0	405	405	405
Tue Jan 31 01:04:34 2023	1675105474	0	406	406	352
Tue Jan 31 01:04:37 2023	1675105477	0	406	406	405
Tue Jan 31 01:04:34 2023	1675105474	1	405	406	396
Tue Jan 31 01:04:40 2023	1675105480	0	406	406	405
